PURCHASE#,CLIENT#,PER#,PAYMENTMETHOD,DELIVERYMETHOD,TOTALAMOUNT
3002,3800,2358,Debit Card,Pick Up,6
3003,3821,2359,Credit Card,Pick Up,6
3004,3821,2359,Credit Card,Mail,6.5
3005,4595,2360,Credit Card,Pick Up,6
3006,3034,2361,Debit Card,Mail,6.5
3007,4954,2362,Debit Card,Pick Up,6
3008,3505,2363,Cash,Mail,6.5
3009,3109,2364,Cash,Pick Up,6
3010,4652,2365,Debit Card,Mail,6.5
3011,3391,2366,Debit Card,Pick Up,6
3012,3391,2366,Debit Card,Pick Up,6
3013,3739,2367,Debit Card,Pick Up,6
3014,3739,2367,Credit Card,Pick Up,6
3015,2885,2368,Cash,Pick Up,6
3016,3817,2369,Credit Card,Mail,6.5
3017,4063,2370,Debit Card,Pick Up,6
3018,4063,2370,Debit Card,Pick Up,6
3019,4710,2371,Debit Card,Pick Up,6
3020,4494,2372,Debit Card,Pick Up,6
3021,3867,2373,Cash,Pick Up,6
3022,4245,2374,Debit Card,Mail,6.5
3023,4813,2375,Credit Card,Mail,6.5
3024,3758,2376,Debit Card,Pick Up,6
3025,1827,2377,Credit Card,Mail,6.5
3026,1827,2377,Debit Card,Mail,6.5
3027,397,2378,Debit Card,Pick Up,6
3028,397,2378,Debit Card,Pick Up,6
3029,2594,2379,Credit Card,Mail,6.5
3030,2568,2380,Debit Card,Mail,6.5
3031,357,2381,Debit Card,Mail,6.5
3032,357,2381,Cash,Pick Up,6
3033,1566,2382,Credit Card,Mail,6.5
3034,1936,2383,Credit Card,Pick Up,6
3035,1879,2384,Debit Card,Mail,6.5
3036,1563,2385,Cash,Pick Up,6
3037,1421,2386,Cash,Mail,6.5
3038,1314,2387,Debit Card,Pick Up,6
3039,3226,2388,Cash,Pick Up,6
3040,3226,2388,Credit Card,Pick Up,6
3041,1812,2389,Debit Card,Mail,6.5
3042,1812,2389,Cash,Mail,6.5
3043,1952,2390,Debit Card,Pick Up,6
3044,2256,2391,Cash,Mail,6.5
3045,4835,2392,Debit Card,Pick Up,6
3046,4835,2392,Debit Card,Pick Up,6
3047,2028,2393,Debit Card,Pick Up,6
3048,2146,2394,Credit Card,Pick Up,6
3049,853,2395,Cash,Mail,6.5
3050,2025,2396,Debit Card,Mail,6.5
3051,2051,2397,Cash,Mail,6.5
3052,796,2398,Credit Card,Pick Up,6
3053,1591,2399,Cash,Pick Up,6
3054,1591,2399,Cash,Pick Up,6
3055,1893,2400,Cash,Pick Up,6
3056,1893,2400,Debit Card,Mail,6.5
3057,2543,2401,Debit Card,Pick Up,6
3058,1646,2402,Cash,Pick Up,6
3059,2716,2403,Cash,Pick Up,6
3060,2716,2403,Credit Card,Mail,6.5
3061,40,2404,Debit Card,Pick Up,6
3062,2156,2405,Credit Card,Pick Up,6
3063,2901,2406,Debit Card,Mail,6.5
3064,4580,2407,Cash,Mail,6.5
3065,1382,2408,Cash,Pick Up,6
3066,1468,2409,Cash,Pick Up,6
3067,3265,2410,Cash,Pick Up,6
3068,3265,2410,Cash,Mail,6.5
3069,591,2411,Credit Card,Pick Up,6
3070,591,2411,Debit Card,Mail,6.5
3071,3718,2412,Credit Card,Pick Up,6
3072,4180,2413,Credit Card,Pick Up,6
3073,4444,2414,Debit Card,Mail,6.5
3074,4444,2414,Cash,Mail,6.5
3075,4338,2415,Debit Card,Pick Up,6
3076,4779,2416,Debit Card,Pick Up,6
3077,4930,2417,Credit Card,Mail,6.5
3078,2627,2418,Credit Card,Mail,6.5
3079,1671,2419,Credit Card,Mail,6.5
3080,2998,2420,Cash,Pick Up,6
3081,2837,2421,Credit Card,Mail,6.5
3082,2837,2421,Cash,Pick Up,6
3083,4536,2422,Cash,Pick Up,6
3084,4536,2422,Cash,Pick Up,6
3085,4295,2423,Credit Card,Pick Up,6
3086,2816,2424,Credit Card,Mail,6.5
3087,3688,2425,Cash,Pick Up,6
3088,3688,2425,Cash,Mail,6.5
3089,3859,2426,Cash,Mail,6.5
3090,4337,2427,Credit Card,Pick Up,6
3091,3110,2428,Credit Card,Pick Up,6
3092,4477,2429,Cash,Pick Up,6
3093,4525,2430,Credit Card,Mail,6.5
3094,2894,2431,Cash,Mail,6.5
3095,3847,2432,Cash,Pick Up,6
3096,3847,2432,Credit Card,Pick Up,6
3097,4266,2433,Debit Card,Pick Up,6
3098,4266,2433,Cash,Pick Up,6
3099,3251,2434,Credit Card,Pick Up,6
3100,4274,2435,Debit Card,Pick Up,6
3101,3727,2436,Cash,Pick Up,6
3102,3727,2436,Cash,Mail,6.5
3103,3333,2437,Credit Card,Mail,6.5
3104,4741,2438,Credit Card,Mail,6.5
3105,3190,2439,Debit Card,Mail,6.5
3106,2482,2440,Debit Card,Mail,6.5
3107,2920,2441,Cash,Mail,6.5
3108,2919,2442,Credit Card,Pick Up,6
3109,1834,2443,Cash,Mail,6.5
3110,1834,2443,Cash,Pick Up,6
3111,774,2444,Debit Card,Pick Up,6
3112,774,2444,Cash,Pick Up,6
3113,685,2445,Cash,Mail,6.5
3114,36,2446,Cash,Pick Up,6
3115,3590,2447,Credit Card,Pick Up,6
3116,3590,2447,Cash,Mail,6.5
3117,804,2448,Debit Card,Mail,6.5
3118,1706,2449,Credit Card,Pick Up,6
3119,2081,2450,Cash,Pick Up,6
3120,1862,2451,Cash,Mail,6.5
3121,958,2452,Debit Card,Pick Up,6
3122,4962,2453,Credit Card,Mail,6.5
3123,4565,2454,Cash,Pick Up,6
3124,4565,2454,Cash,Pick Up,6
3125,2412,2455,Cash,Mail,6.5
3126,2412,2455,Credit Card,Pick Up,6
3127,147,2456,Cash,Pick Up,6
3128,204,2457,Cash,Pick Up,6
3129,1679,2458,Debit Card,Mail,6.5
3130,1679,2458,Credit Card,Mail,6.5
3131,539,2459,Debit Card,Mail,6.5
3132,2107,2460,Credit Card,Pick Up,6
3133,85,2461,Cash,Mail,6.5
3134,352,2462,Debit Card,Mail,6.5
3135,2598,2463,Cash,Mail,6.5
3136,737,2464,Credit Card,Pick Up,6
3137,4251,2465,Credit Card,Mail,6.5
3138,4251,2465,Debit Card,Mail,6.5
3139,1163,2466,Credit Card,Mail,6.5
3140,1163,2466,Cash,Mail,6.5
3141,1242,2467,Debit Card,Mail,6.5
3142,564,2468,Cash,Pick Up,6
3143,1473,2469,Debit Card,Pick Up,6
3144,1473,2469,Debit Card,Mail,6.5
3145,1194,2470,Cash,Pick Up,6
3146,4117,2471,Cash,Pick Up,6
3147,1567,2472,Debit Card,Pick Up,6
3148,1250,2473,Debit Card,Pick Up,6
3149,2034,2474,Cash,Pick Up,6
3150,2302,2475,Credit Card,Mail,6.5
3151,4111,2476,Cash,Pick Up,6
3152,4111,2476,Debit Card,Mail,6.5
3153,2414,2477,Cash,Mail,6.5
3154,2414,2477,Cash,Pick Up,6
3155,4005,2478,Credit Card,Pick Up,6
3156,2918,2479,Credit Card,Mail,6.5
3157,3344,2480,Cash,Mail,6.5
3158,3344,2480,Debit Card,Pick Up,6
3159,4293,2481,Credit Card,Pick Up,6
3160,2752,2482,Credit Card,Pick Up,6
3161,2968,2483,Cash,Pick Up,6
3162,2823,2484,Credit Card,Mail,6.5
3163,3536,2485,Credit Card,Pick Up,6
3164,4458,2486,Cash,Pick Up,6
3165,3529,2487,Debit Card,Pick Up,6
3166,3529,2487,Credit Card,Mail,6.5
3167,4154,2488,Credit Card,Pick Up,6
3168,4154,2488,Credit Card,Pick Up,6
3169,3915,2489,Credit Card,Pick Up,6
3170,4271,2490,Credit Card,Pick Up,6
3171,3484,2491,Cash,Pick Up,6
3172,3484,2491,Cash,Pick Up,6
3173,3039,2492,Credit Card,Mail,6.5
3174,3154,2493,Debit Card,Pick Up,6
3175,4510,2494,Cash,Pick Up,6
3176,364,2495,Cash,Pick Up,6
3177,4805,2496,Credit Card,Pick Up,6
3178,4579,2497,Cash,Mail,6.5
3179,3873,2498,Debit Card,Mail,6.5
3180,3873,2498,Cash,Mail,6.5
3181,4400,2499,Cash,Pick Up,6
3182,4400,2499,Cash,Mail,6.5
3183,2800,2500,Debit Card,Pick Up,6
3184,4953,2501,Debit Card,Mail,6.5
3185,4553,2502,Cash,Mail,6.5
3186,4553,2502,Cash,Mail,6.5
3187,2857,2503,Credit Card,Mail,6.5
3188,4193,2504,Debit Card,Mail,6.5
3189,2700,2505,Debit Card,Pick Up,6
3190,4201,2506,Credit Card,Pick Up,6
3191,4577,2507,Credit Card,Mail,6.5
3192,2652,2508,Cash,Pick Up,6
3193,1991,2509,Cash,Pick Up,6
3194,1991,2509,Credit Card,Pick Up,6
3195,2508,2510,Debit Card,Mail,6.5
3196,2508,2510,Debit Card,Pick Up,6
3197,2885,2511,Cash,Pick Up,6
3198,1942,2512,Debit Card,Mail,6.5
3199,450,2513,Cash,Pick Up,6
3200,450,2513,Debit Card,Pick Up,6
3201,2163,2514,Credit Card,Pick Up,6
3202,383,2515,Cash,Mail,6.5
3203,1668,2516,Cash,Pick Up,6
3204,209,2517,Cash,Pick Up,6
3205,1448,2518,Cash,Mail,6.5
3206,187,2519,Credit Card,Mail,6.5
3207,1752,2520,Cash,Pick Up,6
3208,1752,2520,Debit Card,Mail,6.5
3209,1835,2521,Cash,Pick Up,6
3210,1835,2521,Credit Card,Pick Up,6
3211,1775,2522,Debit Card,Mail,6.5
3212,934,2523,Cash,Mail,6.5
3213,1098,2524,Debit Card,Mail,6.5
3214,1098,2524,Cash,Mail,6.5
3215,1114,2525,Credit Card,Pick Up,6
3216,226,2526,Cash,Mail,6.5
3217,1581,2527,Cash,Mail,6.5
3218,1698,2528,Credit Card,Pick Up,6
3219,4911,2529,Credit Card,Pick Up,6
3220,3748,2530,Cash,Pick Up,6
3221,60,2531,Credit Card,Pick Up,6
3222,60,2531,Cash,Pick Up,6
3223,1599,2532,Cash,Mail,6.5
3224,1599,2532,Debit Card,Mail,6.5
3225,1590,2533,Cash,Pick Up,6
3226,139,2534,Credit Card,Pick Up,6
3227,410,2535,Debit Card,Pick Up,6
3228,410,2535,Debit Card,Pick Up,6
3229,977,2536,Cash,Mail,6.5
3230,709,2537,Credit Card,Pick Up,6
3231,2088,2538,Debit Card,Mail,6.5
3232,1965,2539,Credit Card,Pick Up,6
3233,2464,2540,Cash,Pick Up,6
3234,1974,2541,Debit Card,Pick Up,6
3235,4396,2542,Cash,Pick Up,6
3236,4396,2542,Debit Card,Pick Up,6
3237,3339,2543,Debit Card,Pick Up,6
3238,3339,2543,Debit Card,Mail,6.5
3239,2716,2544,Debit Card,Mail,6.5
3240,4678,2545,Debit Card,Pick Up,6
3241,3000,2546,Cash,Pick Up,6
3242,3000,2546,Credit Card,Mail,6.5
3243,3617,2547,Cash,Mail,6.5
3244,1575,2548,Debit Card,Pick Up,6
3245,548,2549,Debit Card,Mail,6.5
3246,1089,2550,Cash,Mail,6.5
3247,4184,2551,Cash,Pick Up,6
3248,2744,2552,Debit Card,Pick Up,6
3249,1385,2553,Cash,Mail,6.5
3250,1385,2553,Debit Card,Mail,6.5
3251,815,2554,Credit Card,Pick Up,6
3252,815,2554,Credit Card,Mail,6.5
3253,4034,2555,Credit Card,Mail,6.5
3254,3939,2556,Cash,Pick Up,6
3255,3500,2557,Credit Card,Pick Up,6
3256,3500,2557,Credit Card,Pick Up,6
3257,4045,2558,Cash,Pick Up,6
3258,3666,2559,Credit Card,Pick Up,6
3259,4403,2560,Debit Card,Mail,6.5
3260,3089,2561,Cash,Mail,6.5
3261,3670,2562,Cash,Pick Up,6
3262,3747,2563,Cash,Mail,6.5
3263,2922,2564,Cash,Mail,6.5
3264,2922,2564,Debit Card,Pick Up,6
3265,3211,2565,Cash,Mail,6.5
3266,3211,2565,Credit Card,Pick Up,6
3267,3912,2566,Credit Card,Mail,6.5
3268,2315,2567,Debit Card,Mail,6.5
3269,3189,2568,Cash,Mail,6.5
3270,3189,2568,Cash,Pick Up,6
3271,4734,2569,Cash,Pick Up,6
3272,2679,2570,Cash,Pick Up,6
3273,4589,2571,Cash,Pick Up,6
3274,3082,2572,Cash,Pick Up,6
3275,2974,2573,Cash,Pick Up,6
3276,4193,2574,Credit Card,Mail,6.5
3277,2207,2575,Cash,Pick Up,6
3278,2207,2575,Debit Card,Pick Up,6
3279,909,2576,Cash,Mail,6.5
3280,909,2576,Debit Card,Pick Up,6
3281,1465,2577,Cash,Pick Up,6
3282,1048,2578,Credit Card,Pick Up,6
3283,636,2579,Cash,Pick Up,6
3284,636,2579,Cash,Mail,6.5
3285,1112,2580,Debit Card,Pick Up,6
3286,2400,2581,Cash,Pick Up,6
3287,1681,2582,Cash,Mail,6.5
3288,1073,2583,Credit Card,Pick Up,6
3289,1355,2584,Debit Card,Pick Up,6
3290,631,2585,Debit Card,Mail,6.5
3291,3121,2586,Credit Card,Mail,6.5
3292,3121,2586,Debit Card,Mail,6.5
3293,616,2587,Debit Card,Mail,6.5
3294,616,2587,Debit Card,Mail,6.5
3295,3636,2588,Debit Card,Mail,6.5
3296,2426,2589,Debit Card,Mail,6.5
3297,1438,2590,Cash,Pick Up,6
3298,1438,2590,Cash,Pick Up,6
3299,459,2591,Debit Card,Mail,6.5
3300,348,2592,Cash,Pick Up,6
3301,951,2593,Cash,Pick Up,6
3302,1686,2594,Debit Card,Pick Up,6
3303,1597,2595,Credit Card,Pick Up,6
3304,2496,2596,Debit Card,Pick Up,6
3305,4900,2597,Cash,Pick Up,6
3306,4900,2597,Credit Card,Pick Up,6
3307,1981,2598,Debit Card,Mail,6.5
3308,1981,2598,Debit Card,Pick Up,6
3309,1807,2599,Debit Card,Pick Up,6
3310,350,2600,Debit Card,Mail,6.5
3311,1790,2601,Debit Card,Mail,6.5
3312,1790,2601,Cash,Mail,6.5
3313,1780,2602,Cash,Pick Up,6
3314,1544,2603,Credit Card,Pick Up,6
3315,812,2604,Credit Card,Pick Up,6
3316,2526,2605,Debit Card,Pick Up,6
3317,2195,2606,Debit Card,Mail,6.5
3318,510,2607,Debit Card,Pick Up,6
3319,3872,2608,Debit Card,Mail,6.5
3320,3872,2608,Debit Card,Pick Up,6
3321,2948,2609,Debit Card,Mail,6.5
3322,2948,2609,Credit Card,Mail,6.5
3323,2850,2610,Credit Card,Pick Up,6
3324,3229,2611,Credit Card,Pick Up,6
3325,2848,2612,Credit Card,Pick Up,6
3326,2848,2612,Cash,Mail,6.5
3327,3373,2613,Credit Card,Pick Up,6
3328,4835,2614,Debit Card,Mail,6.5
3329,4383,2615,Cash,Pick Up,6
3330,4401,2616,Cash,Pick Up,6
3331,2783,2617,Cash,Mail,6.5
3332,3079,2618,Credit Card,Mail,6.5
3333,4329,2619,Cash,Mail,6.5
3334,4329,2619,Debit Card,Pick Up,6
3335,4714,2620,Cash,Pick Up,6
3336,4714,2620,Debit Card,Pick Up,6
3337,4739,2621,Cash,Mail,6.5
3338,3972,2622,Credit Card,Mail,6.5
3339,2877,2623,Debit Card,Mail,6.5
3340,2877,2623,Cash,Pick Up,6
3341,2814,2624,Debit Card,Pick Up,6
3342,2645,2625,Cash,Mail,6.5
3343,3943,2626,Debit Card,Mail,6.5
3344,3894,2627,Credit Card,Mail,6.5
3345,2912,2628,Cash,Mail,6.5
3346,4005,2629,Cash,Mail,6.5
3347,4691,2630,Cash,Pick Up,6
3348,4691,2630,Debit Card,Pick Up,6
3349,4412,2631,Cash,Pick Up,6
3350,4412,2631,Credit Card,Mail,6.5
3351,3020,2632,Debit Card,Mail,6.5
3352,2930,2633,Cash,Pick Up,6
3353,4269,2634,Credit Card,Pick Up,6
3354,4269,2634,Debit Card,Pick Up,6
3355,3209,2635,Credit Card,Pick Up,6
3356,4325,2636,Debit Card,Mail,6.5
3357,3313,2637,Debit Card,Pick Up,6
3358,2925,2638,Debit Card,Mail,6.5
3359,4870,2639,Debit Card,Pick Up,6
3360,2704,2640,Debit Card,Pick Up,6
3361,2387,2641,Debit Card,Mail,6.5
3362,2387,2641,Debit Card,Pick Up,6
3363,93,2642,Credit Card,Mail,6.5
3364,93,2642,Debit Card,Mail,6.5
3365,1139,2643,Credit Card,Mail,6.5
3366,2232,2644,Debit Card,Pick Up,6
3367,2367,2645,Debit Card,Pick Up,6
3368,2367,2645,Credit Card,Mail,6.5
3369,2180,2646,Debit Card,Pick Up,6
3370,1617,2647,Cash,Pick Up,6
3371,2323,2648,Debit Card,Pick Up,6
3372,2420,2649,Credit Card,Mail,6.5
3373,2128,2650,Debit Card,Pick Up,6
3374,1684,2651,Cash,Pick Up,6
3375,499,2652,Credit Card,Mail,6.5
3376,499,2652,Credit Card,Mail,6.5
3377,928,2653,Cash,Mail,6.5
3378,928,2653,Credit Card,Pick Up,6
3379,999,2654,Cash,Pick Up,6
3380,1478,2655,Credit Card,Pick Up,6
3381,1983,2656,Debit Card,Pick Up,6
3382,1983,2656,Debit Card,Mail,6.5
3383,4644,2657,Cash,Pick Up,6
3384,4403,2658,Cash,Pick Up,6
3385,1981,2659,Cash,Pick Up,6
3386,2381,2660,Debit Card,Mail,6.5
3387,1051,2661,Cash,Pick Up,6
3388,1819,2662,Cash,Pick Up,6
3389,602,2663,Credit Card,Mail,6.5
3390,602,2663,Credit Card,Mail,6.5
3391,12,2664,Debit Card,Pick Up,6
3392,12,2664,Credit Card,Pick Up,6
3393,1017,2665,Cash,Mail,6.5
3394,1192,2666,Credit Card,Pick Up,6
3395,4333,2667,Debit Card,Mail,6.5
3396,4333,2667,Debit Card,Mail,6.5
3397,1771,2668,Debit Card,Mail,6.5
3398,3570,2669,Credit Card,Mail,6.5
3399,1589,2670,Debit Card,Pick Up,6
3400,110,2671,Debit Card,Pick Up,6
3401,1111,2672,Credit Card,Mail,6.5
3402,1571,2673,Cash,Mail,6.5
3403,2628,2674,Debit Card,Mail,6.5
3404,2628,2674,Debit Card,Pick Up,6
3405,4409,2675,Debit Card,Pick Up,6
3406,4409,2675,Debit Card,Mail,6.5
3407,3297,2676,Credit Card,Mail,6.5
3408,4412,2677,Credit Card,Mail,6.5
3409,4751,2678,Debit Card,Mail,6.5
3410,4751,2678,Credit Card,Mail,6.5
3411,2678,2679,Debit Card,Mail,6.5
3412,3005,2680,Debit Card,Pick Up,6
3413,2454,2681,Debit Card,Pick Up,6
3414,1895,2682,Credit Card,Pick Up,6
3415,3777,2683,Debit Card,Pick Up,6
3416,4645,2684,Cash,Mail,6.5
3417,2651,2685,Cash,Pick Up,6
3418,2651,2685,Cash,Pick Up,6
3419,54,2686,Credit Card,Pick Up,6
3420,54,2686,Debit Card,Mail,6.5
3421,3153,2687,Cash,Pick Up,6
3422,3984,2688,Debit Card,Pick Up,6
3423,1189,2689,Cash,Pick Up,6
3424,1189,2689,Cash,Pick Up,6
3425,3885,2690,Debit Card,Mail,6.5
3426,2760,2691,Debit Card,Pick Up,6
3427,4394,2692,Cash,Pick Up,6
3428,3166,2693,Credit Card,Mail,6.5
3429,4853,2694,Debit Card,Mail,6.5
3430,3091,2695,Cash,Pick Up,6
3431,2671,2696,Cash,Pick Up,6
3432,2671,2696,Cash,Mail,6.5
3433,4479,2697,Cash,Pick Up,6
3434,4479,2697,Cash,Mail,6.5
3435,3675,2698,Debit Card,Mail,6.5
3436,3869,2699,Credit Card,Mail,6.5
3437,3956,2700,Debit Card,Pick Up,6
3438,3956,2700,Credit Card,Mail,6.5
3439,4393,2701,Debit Card,Pick Up,6
3440,3868,2702,Cash,Pick Up,6
3441,3091,2703,Debit Card,Mail,6.5
3442,4822,2704,Cash,Pick Up,6
3443,3652,2705,Credit Card,Pick Up,6
3444,4035,2706,Credit Card,Mail,6.5
3445,453,2707,Debit Card,Pick Up,6
3446,453,2707,Credit Card,Mail,6.5
3447,630,2708,Credit Card,Pick Up,6
3448,630,2708,Cash,Pick Up,6
3449,1409,2709,Credit Card,Pick Up,6
3450,421,2710,Debit Card,Mail,6.5
3451,1604,2711,Debit Card,Mail,6.5
3452,1604,2711,Credit Card,Pick Up,6
3453,1363,2712,Debit Card,Mail,6.5
3454,272,2713,Credit Card,Pick Up,6
3455,2439,2714,Cash,Pick Up,6
3456,1282,2715,Debit Card,Mail,6.5
3457,2255,2716,Debit Card,Pick Up,6
3458,952,2717,Cash,Pick Up,6
3459,809,2718,Credit Card,Pick Up,6
3460,809,2718,Cash,Pick Up,6
3461,1032,2719,Debit Card,Pick Up,6
3462,1032,2719,Credit Card,Pick Up,6
3463,2310,2720,Credit Card,Pick Up,6
3464,2336,2721,Cash,Pick Up,6
3465,1939,2722,Credit Card,Pick Up,6
3466,1939,2722,Debit Card,Mail,6.5
3467,803,2723,Cash,Mail,6.5
3468,2433,2724,Cash,Pick Up,6
3469,1866,2725,Cash,Pick Up,6
3470,2244,2726,Cash,Mail,6.5
3471,2477,2727,Cash,Mail,6.5
3472,2385,2728,Debit Card,Pick Up,6
3473,1664,2729,Cash,Pick Up,6
3474,1664,2729,Credit Card,Pick Up,6
3475,2094,2730,Debit Card,Mail,6.5
3476,2094,2730,Credit Card,Mail,6.5
3477,1121,2731,Credit Card,Pick Up,6
3478,2374,2732,Credit Card,Mail,6.5
3479,1235,2733,Debit Card,Pick Up,6
3480,1235,2733,Credit Card,Pick Up,6
3481,4460,2734,Debit Card,Pick Up,6
3482,2300,2735,Cash,Mail,6.5
3483,622,2736,Debit Card,Mail,6.5
3484,1621,2737,Debit Card,Mail,6.5
3485,2311,2738,Credit Card,Pick Up,6
3486,1949,2739,Cash,Mail,6.5
3487,544,2740,Cash,Pick Up,6
3488,544,2740,Cash,Mail,6.5
3489,2916,2741,Debit Card,Mail,6.5
3490,2916,2741,Credit Card,Pick Up,6
3491,4952,2742,Debit Card,Mail,6.5
3492,4399,2743,Credit Card,Mail,6.5
3493,2866,2744,Debit Card,Pick Up,6
3494,2866,2744,Cash,Pick Up,6
3495,1132,2745,Cash,Pick Up,6
3496,3527,2746,Cash,Pick Up,6
3497,4077,2747,Cash,Pick Up,6
3498,3304,2748,Credit Card,Pick Up,6
3499,4429,2749,Cash,Pick Up,6
3500,2211,2750,Debit Card,Mail,6.5
3501,2885,2751,Credit Card,Mail,6.5
3502,2885,2751,Credit Card,Mail,6.5
3503,4400,2752,Cash,Mail,6.5
3504,4400,2752,Cash,Pick Up,6
3505,3926,2753,Credit Card,Pick Up,6
3506,2650,2754,Debit Card,Mail,6.5
3507,2825,2755,Cash,Pick Up,6
3508,2825,2755,Cash,Pick Up,6
3509,4084,2756,Debit Card,Pick Up,6
3510,2681,2757,Cash,Mail,6.5
3511,3279,2758,Cash,Pick Up,6
3512,4403,2759,Debit Card,Pick Up,6
3513,3185,2760,Credit Card,Mail,6.5
3514,3643,2761,Debit Card,Mail,6.5
3515,3929,2762,Debit Card,Mail,6.5
3516,3929,2762,Cash,Mail,6.5
3517,4848,2763,Debit Card,Pick Up,6
3518,4848,2763,Debit Card,Mail,6.5
3519,4732,2764,Cash,Pick Up,6
3520,3963,2765,Credit Card,Mail,6.5
3521,2615,2766,Debit Card,Mail,6.5
3522,2615,2766,Credit Card,Pick Up,6
3523,1119,2767,Cash,Pick Up,6
3524,4350,2768,Debit Card,Mail,6.5
3525,4189,2769,Cash,Pick Up,6
3526,22,2770,Cash,Mail,6.5
3527,3844,2771,Debit Card,Mail,6.5
3528,3399,2772,Credit Card,Mail,6.5
3529,2464,2773,Debit Card,Pick Up,6
3530,2464,2773,Credit Card,Mail,6.5
3531,3107,2774,Debit Card,Pick Up,6
3532,3107,2774,Debit Card,Pick Up,6
3533,3135,2775,Cash,Mail,6.5
3534,1435,2776,Debit Card,Pick Up,6
3535,1111,2777,Debit Card,Pick Up,6
3536,1111,2777,Cash,Pick Up,6
3537,1318,2778,Cash,Mail,6.5
3538,56,2779,Cash,Mail,6.5
3539,690,2780,Cash,Mail,6.5
3540,2531,2781,Credit Card,Mail,6.5
3541,591,2782,Debit Card,Pick Up,6
3542,307,2783,Cash,Mail,6.5
3543,1445,2784,Credit Card,Mail,6.5
3544,1445,2784,Cash,Mail,6.5
3545,2528,2785,Cash,Mail,6.5
3546,2528,2785,Credit Card,Mail,6.5
3547,2161,2786,Debit Card,Mail,6.5
3548,1158,2787,Cash,Mail,6.5
3549,1572,2788,Cash,Mail,6.5
3550,1572,2788,Cash,Pick Up,6
3551,575,2789,Cash,Pick Up,6
3552,853,2790,Credit Card,Pick Up,6
3553,322,2791,Debit Card,Pick Up,6
3554,3166,2792,Debit Card,Pick Up,6
3555,1125,2793,Debit Card,Pick Up,6
3556,1066,2794,Credit Card,Pick Up,6
3557,1786,2795,Debit Card,Mail,6.5
3558,1786,2795,Cash,Mail,6.5
3559,1827,2796,Debit Card,Mail,6.5
3560,1827,2796,Debit Card,Pick Up,6
3561,2157,2797,Credit Card,Mail,6.5
3562,1889,2798,Debit Card,Pick Up,6
3563,2116,2799,Credit Card,Mail,6.5
3564,2116,2799,Cash,Pick Up,6
3565,206,2800,Cash,Pick Up,6
3566,4786,2801,Debit Card,Mail,6.5
3567,501,2802,Debit Card,Mail,6.5
3568,2393,2803,Cash,Pick Up,6
3569,2589,2804,Credit Card,Pick Up,6
3570,1516,2805,Cash,Pick Up,6
3571,4779,2806,Cash,Pick Up,6
3572,4779,2806,Cash,Pick Up,6
3573,2852,2807,Cash,Mail,6.5
3574,2852,2807,Cash,Pick Up,6
3575,3197,2808,Credit Card,Mail,6.5
3576,4368,2809,Cash,Pick Up,6
3577,2628,2810,Cash,Pick Up,6
3578,2628,2810,Cash,Mail,6.5
3579,2846,2811,Cash,Pick Up,6
3580,3347,2812,Debit Card,Pick Up,6
3581,3396,2813,Debit Card,Mail,6.5
3582,2624,2814,Cash,Pick Up,6
3583,3780,2815,Debit Card,Mail,6.5
3584,4246,2816,Cash,Pick Up,6
3585,2642,2817,Debit Card,Pick Up,6
3586,2642,2817,Credit Card,Mail,6.5
3587,3345,2818,Debit Card,Mail,6.5
3588,3345,2818,Debit Card,Mail,6.5
3589,4386,2819,Cash,Pick Up,6
3590,1190,2820,Debit Card,Pick Up,6
3591,4104,2821,Debit Card,Mail,6.5
3592,4104,2821,Debit Card,Pick Up,6
3593,520,2822,Debit Card,Pick Up,6
3594,2838,2823,Debit Card,Mail,6.5
3595,4595,2824,Debit Card,Pick Up,6
3596,4408,2825,Credit Card,Mail,6.5
3597,4204,2826,Cash,Mail,6.5
3598,4046,2827,Cash,Pick Up,6
3599,4699,2828,Cash,Pick Up,6
3600,4699,2828,Cash,Mail,6.5
3601,3787,2829,Credit Card,Mail,6.5
3602,3787,2829,Debit Card,Mail,6.5
3603,4120,2830,Debit Card,Pick Up,6
3604,3242,2831,Debit Card,Pick Up,6
3605,3846,2832,Cash,Pick Up,6
3606,3846,2832,Cash,Mail,6.5
3607,3534,2833,Credit Card,Mail,6.5
3608,356,2834,Credit Card,Pick Up,6
3609,4720,2835,Debit Card,Mail,6.5
3610,2685,2836,Debit Card,Mail,6.5
3611,261,2837,Credit Card,Mail,6.5
3612,3142,2838,Debit Card,Pick Up,6
3613,770,2839,Cash,Pick Up,6
3614,770,2839,Debit Card,Pick Up,6
3615,1365,2840,Debit Card,Mail,6.5
3616,1365,2840,Credit Card,Pick Up,6
3617,1421,2841,Cash,Pick Up,6
3618,1478,2842,Debit Card,Pick Up,6
3619,2230,2843,Cash,Mail,6.5
3620,2230,2843,Credit Card,Mail,6.5
3621,517,2844,Credit Card,Pick Up,6
3622,753,2845,Credit Card,Pick Up,6
3623,1604,2846,Cash,Pick Up,6
3624,1151,2847,Credit Card,Mail,6.5
3625,1474,2848,Debit Card,Mail,6.5
3626,1418,2849,Cash,Pick Up,6
3627,1245,2850,Credit Card,Pick Up,6
3628,1245,2850,Debit Card,Pick Up,6
3629,661,2851,Credit Card,Pick Up,6
3630,661,2851,Credit Card,Mail,6.5
3631,446,2852,Credit Card,Pick Up,6
3632,1861,2853,Cash,Pick Up,6
