PER#,P#,THEATRE#,PDATE,PHOUR,PMINUTE,COMMENTS
2337,38,3,05-NOV-18,19,30,Normal evening time
2338,38,3,06-NOV-18,19,30,Normal evening time
2339,38,3,06-NOV-18,14,30,Normal day time
2340,38,3,07-NOV-18,19,30,Normal evening time
2341,38,3,07-NOV-18,14,30,Normal day time
2342,38,3,08-NOV-18,18,45,Earlier start evening
2343,38,3,08-NOV-18,14,0,Earlier start day time
2344,39,4,02-NOV-18,19,30,Normal evening time
2345,39,4,03-NOV-18,19,30,Normal evening time
2346,39,4,04-NOV-18,19,30,Normal evening time
2347,39,4,04-NOV-18,14,30,Normal day time
2348,39,4,05-NOV-18,19,30,Normal evening time
2349,39,4,06-NOV-18,19,30,Normal evening time
2350,39,4,06-NOV-18,14,30,Normal day time
2351,39,4,07-NOV-18,19,30,Normal evening time
2352,39,4,07-NOV-18,14,30,Normal day time
2353,39,4,08-NOV-18,18,45,Earlier start evening
2354,39,4,08-NOV-18,14,0,Earlier start day time
2355,27,5,02-NOV-18,19,30,Normal evening time
2356,27,5,03-NOV-18,19,30,Normal evening time
2357,27,5,04-NOV-18,19,30,Normal evening time
2358,27,5,04-NOV-18,14,30,Normal day time
2359,27,5,05-NOV-18,19,30,Normal evening time
2360,27,5,06-NOV-18,19,30,Normal evening time
2361,27,5,06-NOV-18,14,30,Normal day time
2362,27,5,07-NOV-18,19,30,Normal evening time
2363,27,5,07-NOV-18,14,30,Normal day time
2364,27,5,08-NOV-18,18,45,Earlier start evening
2365,27,5,08-NOV-18,14,0,Earlier start day time
2366,28,6,02-NOV-18,19,30,Normal evening time
2367,28,6,03-NOV-18,19,30,Normal evening time
2368,28,6,04-NOV-18,19,30,Normal evening time
2369,28,6,04-NOV-18,14,30,Normal day time
2370,28,6,05-NOV-18,19,30,Normal evening time
2371,28,6,06-NOV-18,19,30,Normal evening time
2372,28,6,06-NOV-18,14,30,Normal day time
2373,28,6,07-NOV-18,19,30,Normal evening time
2374,28,6,07-NOV-18,14,30,Normal day time
2375,28,6,08-NOV-18,18,45,Earlier start evening
2376,28,6,08-NOV-18,14,0,Earlier start day time
2377,37,1,09-NOV-18,19,30,Normal evening time
2378,37,1,10-NOV-18,19,30,Normal evening time
2379,37,1,11-NOV-18,19,30,Normal evening time
2380,37,1,11-NOV-18,14,30,Normal day time
2381,37,1,12-NOV-18,19,30,Normal evening time
2382,37,1,13-NOV-18,19,30,Normal evening time
2383,37,1,13-NOV-18,14,30,Normal day time
2384,37,1,14-NOV-18,19,30,Normal evening time
2385,37,1,14-NOV-18,14,30,Normal day time
2386,37,1,15-NOV-18,18,45,Earlier start evening
2387,37,1,15-NOV-18,14,0,Earlier start day time
2388,38,2,09-NOV-18,19,30,Normal evening time
2389,38,2,10-NOV-18,19,30,Normal evening time
2390,38,2,11-NOV-18,19,30,Normal evening time
2391,38,2,11-NOV-18,14,30,Normal day time
2392,38,2,12-NOV-18,19,30,Normal evening time
2393,38,2,13-NOV-18,19,30,Normal evening time
2394,38,2,13-NOV-18,14,30,Normal day time
2395,38,2,14-NOV-18,19,30,Normal evening time
2396,38,2,14-NOV-18,14,30,Normal day time
2397,38,2,15-NOV-18,18,45,Earlier start evening
2398,38,2,15-NOV-18,14,0,Earlier start day time
2399,39,3,09-NOV-18,19,30,Normal evening time
2400,39,3,10-NOV-18,19,30,Normal evening time
2401,39,3,11-NOV-18,19,30,Normal evening time
2402,39,3,11-NOV-18,14,30,Normal day time
2403,39,3,12-NOV-18,19,30,Normal evening time
2404,39,3,13-NOV-18,19,30,Normal evening time
2405,39,3,13-NOV-18,14,30,Normal day time
2406,39,3,14-NOV-18,19,30,Normal evening time
2407,39,3,14-NOV-18,14,30,Normal day time
2408,39,3,15-NOV-18,18,45,Earlier start evening
2409,39,3,15-NOV-18,14,0,Earlier start day time
2410,27,4,09-NOV-18,19,30,Normal evening time
2411,27,4,10-NOV-18,19,30,Normal evening time
2412,27,4,11-NOV-18,19,30,Normal evening time
2413,27,4,11-NOV-18,14,30,Normal day time
2414,27,4,12-NOV-18,19,30,Normal evening time
2415,27,4,13-NOV-18,19,30,Normal evening time
2416,27,4,13-NOV-18,14,30,Normal day time
2417,27,4,14-NOV-18,19,30,Normal evening time
2418,27,4,14-NOV-18,14,30,Normal day time
2419,27,4,15-NOV-18,18,45,Earlier start evening
2420,27,4,15-NOV-18,14,0,Earlier start day time
2421,28,5,09-NOV-18,19,30,Normal evening time
2422,28,5,10-NOV-18,19,30,Normal evening time
2423,28,5,11-NOV-18,19,30,Normal evening time
2424,28,5,11-NOV-18,14,30,Normal day time
2425,28,5,12-NOV-18,19,30,Normal evening time
2426,28,5,13-NOV-18,19,30,Normal evening time
2427,28,5,13-NOV-18,14,30,Normal day time
2428,28,5,14-NOV-18,19,30,Normal evening time
2429,28,5,14-NOV-18,14,30,Normal day time
2430,28,5,15-NOV-18,18,45,Earlier start evening
2431,28,5,15-NOV-18,14,0,Earlier start day time
2432,29,6,09-NOV-18,19,30,Normal evening time
2433,29,6,10-NOV-18,19,30,Normal evening time
2434,29,6,11-NOV-18,19,30,Normal evening time
2435,29,6,11-NOV-18,14,30,Normal day time
2436,29,6,12-NOV-18,19,30,Normal evening time
2437,29,6,13-NOV-18,19,30,Normal evening time
2438,29,6,13-NOV-18,14,30,Normal day time
2439,29,6,14-NOV-18,19,30,Normal evening time
2440,29,6,14-NOV-18,14,30,Normal day time
2441,29,6,15-NOV-18,18,45,Earlier start evening
2442,29,6,15-NOV-18,14,0,Earlier start day time
2443,38,1,16-NOV-18,19,30,Normal evening time
2444,38,1,17-NOV-18,19,30,Normal evening time
2445,38,1,18-NOV-18,19,30,Normal evening time
2446,38,1,18-NOV-18,14,30,Normal day time
2447,38,1,19-NOV-18,19,30,Normal evening time
2448,38,1,20-NOV-18,19,30,Normal evening time
2449,38,1,20-NOV-18,14,30,Normal day time
2450,38,1,21-NOV-18,19,30,Normal evening time
2451,38,1,21-NOV-18,14,30,Normal day time
2452,38,1,22-NOV-18,18,45,Earlier start evening
2453,38,1,22-NOV-18,14,0,Earlier start day time
2454,39,2,16-NOV-18,19,30,Normal evening time
2455,39,2,17-NOV-18,19,30,Normal evening time
2456,39,2,18-NOV-18,19,30,Normal evening time
2457,39,2,18-NOV-18,14,30,Normal day time
2458,39,2,19-NOV-18,19,30,Normal evening time
2459,39,2,20-NOV-18,19,30,Normal evening time
2460,39,2,20-NOV-18,14,30,Normal day time
2461,39,2,21-NOV-18,19,30,Normal evening time
2462,39,2,21-NOV-18,14,30,Normal day time
2463,39,2,22-NOV-18,18,45,Earlier start evening
2464,39,2,22-NOV-18,14,0,Earlier start day time
2465,27,3,16-NOV-18,19,30,Normal evening time
2466,27,3,17-NOV-18,19,30,Normal evening time
2467,27,3,18-NOV-18,19,30,Normal evening time
2468,27,3,18-NOV-18,14,30,Normal day time
2469,27,3,19-NOV-18,19,30,Normal evening time
2470,27,3,20-NOV-18,19,30,Normal evening time
2471,27,3,20-NOV-18,14,30,Normal day time
2472,27,3,21-NOV-18,19,30,Normal evening time
2473,27,3,21-NOV-18,14,30,Normal day time
2474,27,3,22-NOV-18,18,45,Earlier start evening
2475,27,3,22-NOV-18,14,0,Earlier start day time
2476,28,4,16-NOV-18,19,30,Normal evening time
2477,28,4,17-NOV-18,19,30,Normal evening time
2478,28,4,18-NOV-18,19,30,Normal evening time
2479,28,4,18-NOV-18,14,30,Normal day time
2480,28,4,19-NOV-18,19,30,Normal evening time
2481,28,4,20-NOV-18,19,30,Normal evening time
2482,28,4,20-NOV-18,14,30,Normal day time
2483,28,4,21-NOV-18,19,30,Normal evening time
2484,28,4,21-NOV-18,14,30,Normal day time
2485,28,4,22-NOV-18,18,45,Earlier start evening
2486,28,4,22-NOV-18,14,0,Earlier start day time
2487,29,5,16-NOV-18,19,30,Normal evening time
2488,29,5,17-NOV-18,19,30,Normal evening time
2489,29,5,18-NOV-18,19,30,Normal evening time
2490,29,5,18-NOV-18,14,30,Normal day time
2491,29,5,19-NOV-18,19,30,Normal evening time
2492,29,5,20-NOV-18,19,30,Normal evening time
2493,29,5,20-NOV-18,14,30,Normal day time
2494,29,5,21-NOV-18,19,30,Normal evening time
2495,29,5,21-NOV-18,14,30,Normal day time
2496,29,5,22-NOV-18,18,45,Earlier start evening
2497,29,5,22-NOV-18,14,0,Earlier start day time
2498,30,6,16-NOV-18,19,30,Normal evening time
2499,30,6,17-NOV-18,19,30,Normal evening time
2500,30,6,18-NOV-18,19,30,Normal evening time
2501,30,6,18-NOV-18,14,30,Normal day time
2502,30,6,19-NOV-18,19,30,Normal evening time
2503,30,6,20-NOV-18,19,30,Normal evening time
2504,30,6,20-NOV-18,14,30,Normal day time
2505,30,6,21-NOV-18,19,30,Normal evening time
2506,30,6,21-NOV-18,14,30,Normal day time
2507,30,6,22-NOV-18,18,45,Earlier start evening
2508,30,6,22-NOV-18,14,0,Earlier start day time
2509,39,1,23-NOV-18,19,30,Normal evening time
2510,39,1,24-NOV-18,19,30,Normal evening time
2511,39,1,25-NOV-18,19,30,Normal evening time
2512,39,1,25-NOV-18,14,30,Normal day time
2513,39,1,26-NOV-18,19,30,Normal evening time
2514,39,1,27-NOV-18,19,30,Normal evening time
2515,39,1,27-NOV-18,14,30,Normal day time
2516,39,1,28-NOV-18,19,30,Normal evening time
2517,39,1,28-NOV-18,14,30,Normal day time
2518,39,1,29-NOV-18,18,45,Earlier start evening
2519,39,1,29-NOV-18,14,0,Earlier start day time
2520,27,2,23-NOV-18,19,30,Normal evening time
2521,27,2,24-NOV-18,19,30,Normal evening time
2522,27,2,25-NOV-18,19,30,Normal evening time
2523,27,2,25-NOV-18,14,30,Normal day time
2524,27,2,26-NOV-18,19,30,Normal evening time
2525,27,2,27-NOV-18,19,30,Normal evening time
2526,27,2,27-NOV-18,14,30,Normal day time
2527,27,2,28-NOV-18,19,30,Normal evening time
2528,27,2,28-NOV-18,14,30,Normal day time
2529,27,2,29-NOV-18,18,45,Earlier start evening
2530,27,2,29-NOV-18,14,0,Earlier start day time
2531,28,3,23-NOV-18,19,30,Normal evening time
2532,28,3,24-NOV-18,19,30,Normal evening time
2533,28,3,25-NOV-18,19,30,Normal evening time
2534,28,3,25-NOV-18,14,30,Normal day time
2535,28,3,26-NOV-18,19,30,Normal evening time
2536,28,3,27-NOV-18,19,30,Normal evening time
2537,28,3,27-NOV-18,14,30,Normal day time
2538,28,3,28-NOV-18,19,30,Normal evening time
2539,28,3,28-NOV-18,14,30,Normal day time
2540,28,3,29-NOV-18,18,45,Earlier start evening
2541,28,3,29-NOV-18,14,0,Earlier start day time
2542,29,4,23-NOV-18,19,30,Normal evening time
2543,29,4,24-NOV-18,19,30,Normal evening time
2544,29,4,25-NOV-18,19,30,Normal evening time
2545,29,4,25-NOV-18,14,30,Normal day time
2546,29,4,26-NOV-18,19,30,Normal evening time
2547,29,4,27-NOV-18,19,30,Normal evening time
2548,29,4,27-NOV-18,14,30,Normal day time
2549,29,4,28-NOV-18,19,30,Normal evening time
2550,29,4,28-NOV-18,14,30,Normal day time
2551,29,4,29-NOV-18,18,45,Earlier start evening
2552,29,4,29-NOV-18,14,0,Earlier start day time
2553,30,5,23-NOV-18,19,30,Normal evening time
2554,30,5,24-NOV-18,19,30,Normal evening time
2555,30,5,25-NOV-18,19,30,Normal evening time
2556,30,5,25-NOV-18,14,30,Normal day time
2557,30,5,26-NOV-18,19,30,Normal evening time
2558,30,5,27-NOV-18,19,30,Normal evening time
2559,30,5,27-NOV-18,14,30,Normal day time
2560,30,5,28-NOV-18,19,30,Normal evening time
2561,30,5,28-NOV-18,14,30,Normal day time
2562,30,5,29-NOV-18,18,45,Earlier start evening
2563,30,5,29-NOV-18,14,0,Earlier start day time
2564,31,6,23-NOV-18,19,30,Normal evening time
2565,31,6,24-NOV-18,19,30,Normal evening time
2566,31,6,25-NOV-18,19,30,Normal evening time
2567,31,6,25-NOV-18,14,30,Normal day time
2568,31,6,26-NOV-18,19,30,Normal evening time
2569,31,6,27-NOV-18,19,30,Normal evening time
2570,31,6,27-NOV-18,14,30,Normal day time
2571,31,6,28-NOV-18,19,30,Normal evening time
2572,31,6,28-NOV-18,14,30,Normal day time
2573,31,6,29-NOV-18,18,45,Earlier start evening
2574,31,6,29-NOV-18,14,0,Earlier start day time
2575,40,1,01-MAR-19,19,30,Normal evening time
2576,40,1,02-MAR-19,19,30,Normal evening time
2577,40,1,03-MAR-19,19,30,Normal evening time
2578,40,1,03-MAR-19,14,30,Normal day time
2579,40,1,04-MAR-19,19,30,Normal evening time
2580,40,1,05-MAR-19,19,30,Normal evening time
2581,40,1,05-MAR-19,14,30,Normal day time
2582,40,1,06-MAR-19,19,30,Normal evening time
2583,40,1,06-MAR-19,14,30,Normal day time
2584,40,1,07-MAR-19,18,45,Earlier start evening
2585,40,1,07-MAR-19,14,0,Earlier start day time
2586,41,2,01-MAR-19,19,30,Normal evening time
2587,41,2,02-MAR-19,19,30,Normal evening time
2588,41,2,03-MAR-19,19,30,Normal evening time
2589,41,2,03-MAR-19,14,30,Normal day time
2590,41,2,04-MAR-19,19,30,Normal evening time
2591,41,2,05-MAR-19,19,30,Normal evening time
2592,41,2,05-MAR-19,14,30,Normal day time
2593,41,2,06-MAR-19,19,30,Normal evening time
2594,41,2,06-MAR-19,14,30,Normal day time
2595,41,2,07-MAR-19,18,45,Earlier start evening
2596,41,2,07-MAR-19,14,0,Earlier start day time
2597,42,3,01-MAR-19,19,30,Normal evening time
2598,42,3,02-MAR-19,19,30,Normal evening time
2599,42,3,03-MAR-19,19,30,Normal evening time
2600,42,3,03-MAR-19,14,30,Normal day time
2601,42,3,04-MAR-19,19,30,Normal evening time
2602,42,3,05-MAR-19,19,30,Normal evening time
2603,42,3,05-MAR-19,14,30,Normal day time
2604,42,3,06-MAR-19,19,30,Normal evening time
2605,42,3,06-MAR-19,14,30,Normal day time
2606,42,3,07-MAR-19,18,45,Earlier start evening
2607,42,3,07-MAR-19,14,0,Earlier start day time
2608,43,4,01-MAR-19,19,30,Normal evening time
2609,43,4,02-MAR-19,19,30,Normal evening time
2610,43,4,03-MAR-19,19,30,Normal evening time
2611,43,4,03-MAR-19,14,30,Normal day time
2612,43,4,04-MAR-19,19,30,Normal evening time
2613,43,4,05-MAR-19,19,30,Normal evening time
2614,43,4,05-MAR-19,14,30,Normal day time
2615,43,4,06-MAR-19,19,30,Normal evening time
2616,43,4,06-MAR-19,14,30,Normal day time
2617,43,4,07-MAR-19,18,45,Earlier start evening
2618,43,4,07-MAR-19,14,0,Earlier start day time
2619,44,5,01-MAR-19,19,30,Normal evening time
2620,44,5,02-MAR-19,19,30,Normal evening time
2621,44,5,03-MAR-19,19,30,Normal evening time
2622,44,5,03-MAR-19,14,30,Normal day time
2623,44,5,04-MAR-19,19,30,Normal evening time
2624,44,5,05-MAR-19,19,30,Normal evening time
2625,44,5,05-MAR-19,14,30,Normal day time
2626,44,5,06-MAR-19,19,30,Normal evening time
2627,44,5,06-MAR-19,14,30,Normal day time
2628,44,5,07-MAR-19,18,45,Earlier start evening
2629,44,5,07-MAR-19,14,0,Earlier start day time
2630,45,6,01-MAR-19,19,30,Normal evening time
2631,45,6,02-MAR-19,19,30,Normal evening time
2632,45,6,03-MAR-19,19,30,Normal evening time
2633,45,6,03-MAR-19,14,30,Normal day time
2634,45,6,04-MAR-19,19,30,Normal evening time
2635,45,6,05-MAR-19,19,30,Normal evening time
2636,45,6,05-MAR-19,14,30,Normal day time
2637,45,6,06-MAR-19,19,30,Normal evening time
2638,45,6,06-MAR-19,14,30,Normal day time
2639,45,6,07-MAR-19,18,45,Earlier start evening
2640,45,6,07-MAR-19,14,0,Earlier start day time
2641,41,1,08-MAR-19,19,30,Normal evening time
2642,41,1,09-MAR-19,19,30,Normal evening time
2643,41,1,10-MAR-19,19,30,Normal evening time
2644,41,1,10-MAR-19,14,30,Normal day time
2645,41,1,11-MAR-19,19,30,Normal evening time
2646,41,1,12-MAR-19,19,30,Normal evening time
2647,41,1,12-MAR-19,14,30,Normal day time
2648,41,1,13-MAR-19,19,30,Normal evening time
2649,41,1,13-MAR-19,14,30,Normal day time
2650,41,1,14-MAR-19,18,45,Earlier start evening
2651,41,1,14-MAR-19,14,0,Earlier start day time
2652,42,2,08-MAR-19,19,30,Normal evening time
2653,42,2,09-MAR-19,19,30,Normal evening time
2654,42,2,10-MAR-19,19,30,Normal evening time
2655,42,2,10-MAR-19,14,30,Normal day time
2656,42,2,11-MAR-19,19,30,Normal evening time
2657,42,2,12-MAR-19,19,30,Normal evening time
2658,42,2,12-MAR-19,14,30,Normal day time
2659,42,2,13-MAR-19,19,30,Normal evening time
2660,42,2,13-MAR-19,14,30,Normal day time
2661,42,2,14-MAR-19,18,45,Earlier start evening
2662,42,2,14-MAR-19,14,0,Earlier start day time
2663,43,3,08-MAR-19,19,30,Normal evening time
2664,43,3,09-MAR-19,19,30,Normal evening time
2665,43,3,10-MAR-19,19,30,Normal evening time
2666,43,3,10-MAR-19,14,30,Normal day time
2667,43,3,11-MAR-19,19,30,Normal evening time
2668,43,3,12-MAR-19,19,30,Normal evening time
2669,43,3,12-MAR-19,14,30,Normal day time
2670,43,3,13-MAR-19,19,30,Normal evening time
2671,43,3,13-MAR-19,14,30,Normal day time
2672,43,3,14-MAR-19,18,45,Earlier start evening
2673,43,3,14-MAR-19,14,0,Earlier start day time
2674,44,4,08-MAR-19,19,30,Normal evening time
2675,44,4,09-MAR-19,19,30,Normal evening time
2676,44,4,10-MAR-19,19,30,Normal evening time
2677,44,4,10-MAR-19,14,30,Normal day time
2678,44,4,11-MAR-19,19,30,Normal evening time
2679,44,4,12-MAR-19,19,30,Normal evening time
2680,44,4,12-MAR-19,14,30,Normal day time
2681,44,4,13-MAR-19,19,30,Normal evening time
2682,44,4,13-MAR-19,14,30,Normal day time
2683,44,4,14-MAR-19,18,45,Earlier start evening
2684,44,4,14-MAR-19,14,0,Earlier start day time
2685,45,5,08-MAR-19,19,30,Normal evening time
2686,45,5,09-MAR-19,19,30,Normal evening time
2687,45,5,10-MAR-19,19,30,Normal evening time
2688,45,5,10-MAR-19,14,30,Normal day time
2689,45,5,11-MAR-19,19,30,Normal evening time
2690,45,5,12-MAR-19,19,30,Normal evening time
2691,45,5,12-MAR-19,14,30,Normal day time
2692,45,5,13-MAR-19,19,30,Normal evening time
2693,45,5,13-MAR-19,14,30,Normal day time
2694,45,5,14-MAR-19,18,45,Earlier start evening
2695,45,5,14-MAR-19,14,0,Earlier start day time
2696,46,6,08-MAR-19,19,30,Normal evening time
2697,46,6,09-MAR-19,19,30,Normal evening time
2698,46,6,10-MAR-19,19,30,Normal evening time
2699,46,6,10-MAR-19,14,30,Normal day time
2700,46,6,11-MAR-19,19,30,Normal evening time
2701,46,6,12-MAR-19,19,30,Normal evening time
2702,46,6,12-MAR-19,14,30,Normal day time
2703,46,6,13-MAR-19,19,30,Normal evening time
2704,46,6,13-MAR-19,14,30,Normal day time
2705,46,6,14-MAR-19,18,45,Earlier start evening
2706,46,6,14-MAR-19,14,0,Earlier start day time
2707,42,1,15-MAR-19,19,30,Normal evening time
2708,42,1,16-MAR-19,19,30,Normal evening time
2709,42,1,17-MAR-19,19,30,Normal evening time
2710,42,1,17-MAR-19,14,30,Normal day time
2711,42,1,18-MAR-19,19,30,Normal evening time
2712,42,1,19-MAR-19,19,30,Normal evening time
2713,42,1,19-MAR-19,14,30,Normal day time
2714,42,1,20-MAR-19,19,30,Normal evening time
2715,42,1,20-MAR-19,14,30,Normal day time
2716,42,1,21-MAR-19,18,45,Earlier start evening
2717,42,1,21-MAR-19,14,0,Earlier start day time
2718,43,2,15-MAR-19,19,30,Normal evening time
2719,43,2,16-MAR-19,19,30,Normal evening time
2720,43,2,17-MAR-19,19,30,Normal evening time
2721,43,2,17-MAR-19,14,30,Normal day time
2722,43,2,18-MAR-19,19,30,Normal evening time
2723,43,2,19-MAR-19,19,30,Normal evening time
2724,43,2,19-MAR-19,14,30,Normal day time
2725,43,2,20-MAR-19,19,30,Normal evening time
2726,43,2,20-MAR-19,14,30,Normal day time
2727,43,2,21-MAR-19,18,45,Earlier start evening
2728,43,2,21-MAR-19,14,0,Earlier start day time
2729,44,3,15-MAR-19,19,30,Normal evening time
2730,44,3,16-MAR-19,19,30,Normal evening time
2731,44,3,17-MAR-19,19,30,Normal evening time
2732,44,3,17-MAR-19,14,30,Normal day time
2733,44,3,18-MAR-19,19,30,Normal evening time
2734,44,3,19-MAR-19,19,30,Normal evening time
2735,44,3,19-MAR-19,14,30,Normal day time
2736,44,3,20-MAR-19,19,30,Normal evening time
2737,44,3,20-MAR-19,14,30,Normal day time
2738,44,3,21-MAR-19,18,45,Earlier start evening
2739,44,3,21-MAR-19,14,0,Earlier start day time
2740,45,4,15-MAR-19,19,30,Normal evening time
2741,45,4,16-MAR-19,19,30,Normal evening time
2742,45,4,17-MAR-19,19,30,Normal evening time
2743,45,4,17-MAR-19,14,30,Normal day time
2744,45,4,18-MAR-19,19,30,Normal evening time
2745,45,4,19-MAR-19,19,30,Normal evening time
2746,45,4,19-MAR-19,14,30,Normal day time
2747,45,4,20-MAR-19,19,30,Normal evening time
2748,45,4,20-MAR-19,14,30,Normal day time
2749,45,4,21-MAR-19,18,45,Earlier start evening
2750,45,4,21-MAR-19,14,0,Earlier start day time
2751,46,5,15-MAR-19,19,30,Normal evening time
2752,46,5,16-MAR-19,19,30,Normal evening time
2753,46,5,17-MAR-19,19,30,Normal evening time
2754,46,5,17-MAR-19,14,30,Normal day time
2755,46,5,18-MAR-19,19,30,Normal evening time
2756,46,5,19-MAR-19,19,30,Normal evening time
2757,46,5,19-MAR-19,14,30,Normal day time
2758,46,5,20-MAR-19,19,30,Normal evening time
2759,46,5,20-MAR-19,14,30,Normal day time
2760,46,5,21-MAR-19,18,45,Earlier start evening
2761,46,5,21-MAR-19,14,0,Earlier start day time
2762,47,6,15-MAR-19,19,30,Normal evening time
2763,47,6,16-MAR-19,19,30,Normal evening time
2764,47,6,17-MAR-19,19,30,Normal evening time
2765,47,6,17-MAR-19,14,30,Normal day time
2766,47,6,18-MAR-19,19,30,Normal evening time
2767,47,6,19-MAR-19,19,30,Normal evening time
2768,47,6,19-MAR-19,14,30,Normal day time
2769,47,6,20-MAR-19,19,30,Normal evening time
2770,47,6,20-MAR-19,14,30,Normal day time
2771,47,6,21-MAR-19,18,45,Earlier start evening
2772,47,6,21-MAR-19,14,0,Earlier start day time
2773,43,1,22-MAR-19,19,30,Normal evening time
2774,43,1,23-MAR-19,19,30,Normal evening time
2775,43,1,24-MAR-19,19,30,Normal evening time
2776,43,1,24-MAR-19,14,30,Normal day time
2777,43,1,25-MAR-19,19,30,Normal evening time
2778,43,1,26-MAR-19,19,30,Normal evening time
2779,43,1,26-MAR-19,14,30,Normal day time
2780,43,1,27-MAR-19,19,30,Normal evening time
2781,43,1,27-MAR-19,14,30,Normal day time
2782,43,1,28-MAR-19,18,45,Earlier start evening
2783,43,1,28-MAR-19,14,0,Earlier start day time
2784,44,2,22-MAR-19,19,30,Normal evening time
2785,44,2,23-MAR-19,19,30,Normal evening time
2786,44,2,24-MAR-19,19,30,Normal evening time
2787,44,2,24-MAR-19,14,30,Normal day time
2788,44,2,25-MAR-19,19,30,Normal evening time
2789,44,2,26-MAR-19,19,30,Normal evening time
2790,44,2,26-MAR-19,14,30,Normal day time
2791,44,2,27-MAR-19,19,30,Normal evening time
2792,44,2,27-MAR-19,14,30,Normal day time
2793,44,2,28-MAR-19,18,45,Earlier start evening
2794,44,2,28-MAR-19,14,0,Earlier start day time
2795,45,3,22-MAR-19,19,30,Normal evening time
2796,45,3,23-MAR-19,19,30,Normal evening time
2797,45,3,24-MAR-19,19,30,Normal evening time
2798,45,3,24-MAR-19,14,30,Normal day time
2799,45,3,25-MAR-19,19,30,Normal evening time
2800,45,3,26-MAR-19,19,30,Normal evening time
2801,45,3,26-MAR-19,14,30,Normal day time
2802,45,3,27-MAR-19,19,30,Normal evening time
2803,45,3,27-MAR-19,14,30,Normal day time
2804,45,3,28-MAR-19,18,45,Earlier start evening
2805,45,3,28-MAR-19,14,0,Earlier start day time
2806,46,4,22-MAR-19,19,30,Normal evening time
2807,46,4,23-MAR-19,19,30,Normal evening time
2808,46,4,24-MAR-19,19,30,Normal evening time
2809,46,4,24-MAR-19,14,30,Normal day time
2810,46,4,25-MAR-19,19,30,Normal evening time
2811,46,4,26-MAR-19,19,30,Normal evening time
2812,46,4,26-MAR-19,14,30,Normal day time
2813,46,4,27-MAR-19,19,30,Normal evening time
2814,46,4,27-MAR-19,14,30,Normal day time
2815,46,4,28-MAR-19,18,45,Earlier start evening
2816,46,4,28-MAR-19,14,0,Earlier start day time
2817,47,5,22-MAR-19,19,30,Normal evening time
2818,47,5,23-MAR-19,19,30,Normal evening time
2819,47,5,24-MAR-19,19,30,Normal evening time
2820,47,5,24-MAR-19,14,30,Normal day time
2821,47,5,25-MAR-19,19,30,Normal evening time
2822,47,5,26-MAR-19,19,30,Normal evening time
2823,47,5,26-MAR-19,14,30,Normal day time
2824,47,5,27-MAR-19,19,30,Normal evening time
2825,47,5,27-MAR-19,14,30,Normal day time
2826,47,5,28-MAR-19,18,45,Earlier start evening
2827,47,5,28-MAR-19,14,0,Earlier start day time
2828,48,6,22-MAR-19,19,30,Normal evening time
2829,48,6,23-MAR-19,19,30,Normal evening time
2830,48,6,24-MAR-19,19,30,Normal evening time
2831,48,6,24-MAR-19,14,30,Normal day time
2832,48,6,25-MAR-19,19,30,Normal evening time
2833,48,6,26-MAR-19,19,30,Normal evening time
2834,48,6,26-MAR-19,14,30,Normal day time
2835,48,6,27-MAR-19,19,30,Normal evening time
2836,48,6,27-MAR-19,14,30,Normal day time
2837,48,6,28-MAR-19,18,45,Earlier start evening
2838,48,6,28-MAR-19,14,0,Earlier start day time
2839,44,1,29-MAR-19,19,30,Normal evening time
2840,44,1,30-MAR-19,19,30,Normal evening time
2841,44,1,31-MAR-19,19,30,Normal evening time
2842,44,1,31-MAR-19,14,30,Normal day time
2843,44,1,01-APR-19,19,30,Normal evening time
2844,44,1,02-APR-19,19,30,Normal evening time
2845,44,1,02-APR-19,14,30,Normal day time
2846,44,1,03-APR-19,19,30,Normal evening time
2847,44,1,03-APR-19,14,30,Normal day time
2848,44,1,04-APR-19,18,45,Earlier start evening
2849,44,1,04-APR-19,14,0,Earlier start day time
2850,45,2,29-MAR-19,19,30,Normal evening time
2851,45,2,30-MAR-19,19,30,Normal evening time
2852,45,2,31-MAR-19,19,30,Normal evening time
3753,62,6,29-JUN-19,19,30,Normal evening time
3754,62,6,30-JUN-19,19,30,Normal evening time
3755,62,6,30-JUN-19,14,30,Normal day time
3756,62,6,01-JUL-19,19,30,Normal evening time
3757,62,6,02-JUL-19,19,30,Normal evening time
3758,62,6,02-JUL-19,14,30,Normal day time
3759,62,6,03-JUL-19,19,30,Normal evening time
3760,62,6,03-JUL-19,14,30,Normal day time
3761,62,6,04-JUL-19,18,45,Earlier start evening
3762,62,6,04-JUL-19,14,0,Earlier start day time
3763,58,1,05-JUL-19,19,30,Normal evening time
3764,58,1,06-JUL-19,19,30,Normal evening time
3765,58,1,07-JUL-19,19,30,Normal evening time
3766,58,1,07-JUL-19,14,30,Normal day time
3767,58,1,08-JUL-19,19,30,Normal evening time
3768,58,1,09-JUL-19,19,30,Normal evening time
3769,58,1,09-JUL-19,14,30,Normal day time
3770,58,1,10-JUL-19,19,30,Normal evening time
3771,58,1,10-JUL-19,14,30,Normal day time
3772,58,1,11-JUL-19,18,45,Earlier start evening
3773,58,1,11-JUL-19,14,0,Earlier start day time
3774,59,2,05-JUL-19,19,30,Normal evening time
3775,59,2,06-JUL-19,19,30,Normal evening time
